PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,NumInGroup,FirstName,LastName,DeckCab,NumCab,SideCab,TotalBill,Hp_1,Hp_2,Hp_3,Cluster,Centroid0,Centroid1,Centroid2,Centroid3,Centroid4,Centroid5,Centroid6,Centroid7,Centroid8,Centroid9
1108_02,3,1.0,F/211/S,1,5.0,0,0.0,0.0,0.0,0.0,0.0,1,1108,2,None,None,F,211,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1110_01,2,0.0,C/42/S,1,23.0,1,0.0,24.0,0.0,55.0,7516.0,0,1110,1,Auvara,Ennalve,C,42,S,7595.0,7595.0,0.0,0.0,7,5.7666727469366785,6.834585235214876,13.366911055756018,6.9857813831316635,12.096318398563021,7.007708753984708,9.971851477707192,2.5430235392470846,7.092535221605489,9.367110370858677
1110_02,2,0.0,C/42/S,3,26.0,1,8.0,6138.0,0.0,3.0,754.0,1,1110,2,Batomam,Ennalve,C,42,S,6903.0,0.0,0.0,6903.0,0,2.151584257875785,4.522050824392192,12.08462534039187,4.750788828890164,10.974420669423482,4.77015320219004,5.191745167238398,7.701691650745511,5.055614841831121,7.894556958787569
1112_01,2,0.0,B/39/P,3,40.0,1,0.0,4076.0,6124.0,58.0,100.0,1,1112,1,Elebola,Opshaft,B,39,P,10358.0,0.0,0.0,10358.0,4,10.625755833767785,11.301456860171356,15.561843994017156,11.19043723333546,2.1806747856954574,9.386301679095352,11.886161220413822,12.775382551473069,11.252176911748188,12.530058381850598
1113_01,1,0.0,E/78/S,1,20.0,0,0.0,0.0,0.0,0.0,719.0,1,1113,1,Stevey,Fielsenders,E,78,S,719.0,719.0,0.0,0.0,1,2.5738324888537,0.5523300991045276,13.228663041858958,2.079489642619465,10.884885736552569,2.1150056798844914,9.614408164160116,8.234697235850565,4.410448836246124,7.330989857944331
1114_01,3,0.0,E/79/S,1,38.0,0,936.0,0.0,363.0,0.0,0.0,0,1114,1,Jet,Kidne,E,79,S,1299.0,1299.0,0.0,0.0,3,3.0211252436640734,1.5462039380156756,13.213099726402792,0.66933194938081,10.257601373938257,1.8617114196870637,9.644158082419372,8.773320957573826,4.551248780043242,5.865442443010137
1114_02,3,1.0,E/79/S,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,1114,2,Apple,Kidne,E,79,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1115_01,1,1.0,G/173/S,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1115,1,Arl,Oneidson,G,173,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1116_01,1,1.0,G/174/S,1,9.0,0,0.0,0.0,0.0,0.0,0.0,1,1116,1,Rickie,Barnolaney,G,174,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1116_02,1,0.0,F/82/S,1,36.0,1,0.0,3011.0,0.0,0.0,98.0,1,1116,2,Evane,Barnolaney,F,82,S,3109.0,3109.0,0.0,0.0,0,1.2932684896152928,2.0895114255989635,12.605369570477999,2.7673114169290827,10.740598241213572,2.7907444661807665,7.6262868832992226,8.241672213326835,4.24963796096635,7.305908908809142
1116_03,1,1.0,G/174/S,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1116,3,Colly,Barnolaney,G,174,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1117_01,1,0.0,E/63/P,1,18.0,0,855.0,0.0,51.0,0.0,0.0,0,1117,1,Jimen,Andackson,E,63,P,906.0,906.0,0.0,0.0,3,2.9868347070747596,1.2906873973965247,13.260356992464548,0.7115717608478103,10.796155997074688,2.2319148094074133,9.691303127441362,8.812901360394836,4.554517096586147,6.0376735966840815
1121_01,1,0.0,F/229/P,2,55.0,0,98.0,46.0,0.0,743.0,0.0,1,1121,1,Lynez,Burnerez,F,229,P,887.0,0.0,887.0,0.0,1,2.683358726617467,0.6051953068686999,12.65917854914342,1.934231135803021,10.846825191067701,2.103550902346295,9.57437737533657,8.686152328691982,3.8350410189737922,7.159903092493389
1123_01,2,0.0,B/40/P,1,28.0,1,0.0,402.0,0.0,135.0,9010.0,0,1123,1,Altanin,Praded,B,40,P,9547.0,9547.0,0.0,0.0,7,7.025735140893285,8.283624224632883,13.658619333960061,8.375687164766324,12.760848882375264,8.39611664561623,10.3511374279787,1.6396568566891871,8.209013260348508,10.300499729733284
1127_01,2,1.0,B/43/S,3,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1127,1,Weid,Dishocatal,B,43,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1129_01,1,0.0,E/80/S,1,28.0,0,2.0,0.0,0.0,787.0,3.0,0,1129,1,Ritany,Bellyonsley,E,80,S,792.0,792.0,0.0,0.0,1,2.7268133905927954,0.6326094208032643,12.652033161806388,2.091426465854306,10.86501501139286,2.1299082010477037,9.61873433379872,8.703605274661019,3.8278504371062616,7.3152479784467825
1130_01,3,1.0,E/81/S,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1130,1,Guaney,Cako,E,81,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1130_02,3,0.0,D/38/S,3,20.0,1,13.0,3.0,3505.0,199.0,17.0,1,1130,2,Camonk,Cako,D,38,S,3737.0,0.0,0.0,3737.0,5,6.328829142981595,6.063758419231696,13.908839890296221,6.141948739280042,4.914528491689646,4.075583228418026,10.835239087135168,10.065788501696842,6.999059080723159,8.981540285721488
1132_01,1,1.0,F/82/S,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,1132,1,Kariel,Benney,F,82,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1133_01,3,1.0,E/64/P,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,1133,1,Anes,Lake,E,64,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1134_01,2,1.0,F/82/S,3,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1134,1,Hadyon,Sobvisted,F,82,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1136_01,1,0.0,G/175/S,1,32.0,1,0.0,1755.0,0.0,0.0,67.0,1,1136,1,Dessie,Bowenasey,G,175,S,1822.0,1822.0,0.0,0.0,1,1.8098627246817527,1.1718429736669216,12.886847630584889,2.247192206278888,10.77706503573458,2.2762351946213206,8.533142246197317,8.43571454586173,4.240707200981051,7.2631574435388275
1140_01,2,0.0,B/46/S,1,53.0,1,0.0,143.0,1632.0,3.0,756.0,1,1140,1,Scelava,Sofraten,B,46,S,2534.0,2534.0,0.0,0.0,5,3.44998103303425,2.896900111570592,13.176013480371816,3.302142056217447,8.03574475184232,1.0611736101121167,9.571645989775712,8.278786580959327,4.892317045900574,7.535968100247195
1140_02,2,1.0,B/46/S,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1140,2,Mergas,Sofraten,B,46,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1140_03,2,1.0,B/46/S,3,42.0,0,0.0,0.0,0.0,0.0,0.0,1,1140,3,Wasaleh,Sofraten,B,46,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1141_01,1,1.0,G/176/S,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,1141,1,Kerrie,Simstravery,G,176,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1142_01,1,0.0,G/173/P,1,54.0,0,0.0,0.0,0.0,0.0,908.0,1,1142,1,Evaned,Pugherman,G,173,P,908.0,908.0,0.0,0.0,1,2.5086738368556203,0.7202808438071499,13.193407511001377,2.117784487188702,10.871289488347866,2.153679790835573,9.569330369347988,8.06459025145105,4.387183514116146,7.322324167369885
1144_01,1,1.0,G/177/S,1,12.0,0,0.0,0.0,0.0,0.0,0.0,1,1144,1,Molley,Barnolderg,G,177,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1144_02,1,0.0,F/217/S,1,35.0,0,482.0,0.0,884.0,0.0,30.0,0,1144,2,Carlie,Barnolderg,F,217,S,1396.0,1396.0,0.0,0.0,5,3.0434355690112667,1.6559804538689646,13.215328606927843,1.7776653456364213,9.360578100895504,0.7339829531259271,9.646540638920529,8.736051675427463,4.5623711067841155,6.611578774782721
1144_03,1,0.0,G/177/S,1,55.0,0,412.0,97.0,3.0,0.0,11.0,0,1144,3,Landa,Barnolderg,G,177,S,523.0,523.0,0.0,0.0,1,2.801780507585121,0.5969351354053499,13.278700816688811,1.4041391319967107,10.883531197243775,2.0803838150912104,9.66178071011402,8.792362262897171,4.482444753181653,6.7336947053420015
1146_01,1,0.0,F/232/P,3,26.0,1,620.0,0.0,187.0,0.0,1304.0,0,1146,1,Dianie,Roses,F,232,P,2111.0,0.0,0.0,2111.0,3,2.432321975097025,1.519430444803284,13.00690645346888,1.4590052235931597,10.46278078965895,2.127828277165322,9.35957621374604,7.611284458348399,4.3202314943506215,6.308379969000698
1147_01,2,1.0,B/42/P,1,49.0,0,0.0,0.0,0.0,0.0,0.0,1,1147,1,Solam,Semageary,B,42,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1148_01,2,1.0,C/42/P,3,22.0,0,0.0,0.0,0.0,0.0,0.0,1,1148,1,Bosonon,Clugete,C,42,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1148_02,2,0.0,C/42/P,3,29.5,1,0.0,122.0,2138.0,7368.0,1213.0,0,1148,2,Axinon,Clugete,C,42,P,10841.0,0.0,0.0,10841.0,8,7.663592352322184,8.3508274530725,6.986013063283796,8.336035135377257,9.097422298926949,7.538068226413286,10.50264878869623,9.406715021073616,4.76703999421922,10.059716160646937
1148_03,2,0.0,C/42/P,1,30.0,1,0.0,5225.0,0.0,8.0,1933.0,0,1148,3,Caia,Clugete,C,42,P,7166.0,7166.0,0.0,0.0,0,1.7144557276019319,4.345211795374617,12.020863447425373,4.5818165936042226,10.880798932329933,4.600271243379527,5.600621262185678,6.579792024235027,4.839942032770863,7.777400807635022
1148_04,2,0.0,F/82/S,3,39.0,1,0.0,5212.0,2.0,118.0,61.0,1,1148,4,Azet,Clugete,F,82,S,5393.0,0.0,0.0,5393.0,0,1.7492742539063042,3.70789423202149,12.16970230326229,4.044141830555776,10.859407816397042,4.058562954508444,6.043007906082585,8.204193383140517,4.642991132941876,7.650426619985142
1148_05,2,1.0,C/42/P,3.0,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1148,5,Halleth,Clugete,C,42,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1148_06,2,1.0,C/42/P,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1148,6,Batares,Clugete,C,42,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1148_07,2,0.0,C/42/P,3,34.0,1,2386.0,841.0,76.0,26.0,1693.0,0,1148,7,Edaron,Clugete,C,42,P,5022.0,0.0,0.0,5022.0,3,3.9343591008315237,4.256107752989823,12.89560982225497,2.5778590890745945,10.91019443433039,4.397560610185483,9.056651552545846,7.650264470554795,5.33645047709147,3.566801738411751
1149_01,1,1.0,G/178/S,3,8.0,0,0.0,0.0,0.0,0.0,0.0,1,1149,1,Lyne,Logannon,G,178,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1149_02,1,1.0,G/178/S,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,1149,2,Paulie,Quinnerettt,G,178,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1149_03,1,1.0,G/178/S,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,1149,3,Sonnie,Quinnerettt,G,178,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1149_04,1,1.0,G/178/S,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1149,4,Chadie,Vaught,G,178,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1149_05,1,1.0,G/178/S,3,10.0,0,0.0,0.0,0.0,0.0,0.0,0,1149,5,Karie,Quinnerettt,G,178,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1150_01,1,1.0,G/179/S,3,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1150,1,Dona,Brookes,G,179,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1152_01,3,0.0,F/218/S,1,41.0,0,29.0,0.0,1095.0,0.0,4.0,0,1152,1,Gral,Coflé,F,218,S,1128.0,1128.0,0.0,0.0,5,3.206083411218302,1.8438676780195096,13.299306290193918,2.5423811985084632,9.06371507508716,0.3048732647031373,9.74648588593172,8.83255136903098,4.684824161047692,7.368839547304209
1153_01,1,1.0,G/174/P,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1153,1,Alfrey,Corman,G,174,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1154_01,2,1.0,B/43/P,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,1154,1,Celeb,Ingascomet,B,43,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1154_02,2,1.0,B/43/P,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,1154,2,Bahyon,Ingascomet,B,43,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1154_03,2,1.0,B/43/P,3,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1154,3,Cella,Ingascomet,B,43,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1155_01,1,0.0,F/233/P,1,26.0,0,131.0,799.0,0.0,0.0,16.0,0,1155,1,None,None,F,233,P,946.0,946.0,0.0,0.0,1,2.36334386504417,0.5192490173137326,13.121128281550247,1.851856133960432,10.839036629506243,2.06733691688535,9.20443926284841,8.649981856511506,4.349902377254038,7.104189296717971
1155_02,1,1.0,G/175/P,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,1155,2,Jayne,Hessey,G,175,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1156_01,2,0.0,B/47/S,1,27.0,1,0.0,2987.0,2.0,3072.0,67.0,0,1156,1,Sterfik,Motter,B,47,S,6128.0,6128.0,0.0,0.0,8,2.595959805930341,3.8097016724159483,9.689887479492791,4.111914776703909,10.771445129232772,4.135181222045054,7.269804614453405,8.072173031053152,1.745552538183551,7.582184704999076
1156_02,2,1.0,B/47/S,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,1156,2,Kocha,Motter,B,47,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1161_01,2,0.0,B/48/S,3,28.0,1,0.0,11330.0,72.0,43.0,461.0,1,1161,1,Zanino,Anderking,B,48,S,11906.0,0.0,0.0,11906.0,6,5.858290883312324,8.250946530090873,12.36491011315845,8.288603337200028,12.279324667501585,8.269847532952602,1.889434401814648,9.35042225694349,7.849075064994145,10.040587553030688
1161_02,2,0.0,B/48/S,3,19.0,1,0.0,1291.0,0.0,16139.0,687.0,0,1161,2,Mirfark,Anderking,B,48,S,18117.0,0.0,0.0,18117.0,2,14.831223654336712,15.677640736959715,3.698219432324222,15.640929023802668,17.60719605968234,15.658106647399913,15.371924831793699,15.393205108940364,11.369744550764075,16.269826264909643
1162_01,2,0.0,C/45/S,1,31.0,1,0.0,1847.0,0.0,103.0,694.0,1,1162,1,Menchah,Radisiouss,C,45,S,2644.0,2644.0,0.0,0.0,0,1.305903659562822,1.4549769424230585,12.63931014396772,2.357893416163926,10.70547937170479,2.3891087093520698,8.256245540638629,7.818229354105714,4.035224640029954,7.210539831328216
1163_01,1,0.0,F/235/P,3,35.0,0,0.0,1328.0,5.0,0.0,7.0,1,1163,1,None,None,F,235,P,1340.0,0.0,0.0,1340.0,1,2.0830265730632096,0.8592110951783578,13.006454300689011,2.1342694298498714,10.80460224682631,2.1576165927430795,8.856677602885725,8.567775030385903,4.294193118146497,7.280038539068381
1165_01,2,0.0,B/44/P,3,46.0,1,0.0,7201.0,0.0,32.0,2587.0,0,1165,1,Azhah,Heermy,B,44,P,9820.0,0.0,0.0,9820.0,0,3.351366792599716,6.0157828884521845,11.897696894540076,6.12533566883186,11.3159706452946,6.14018993107251,4.163426913720882,6.413587133628039,5.8827926215827855,8.539859674981583
1165_02,2,0.0,B/44/P,1,37.0,0,636.0,333.0,0.0,205.0,67.0,0,1165,2,Kumark,Heermy,B,44,P,1241.0,1241.0,0.0,0.0,1,2.614876998250794,0.989346742375824,12.980558684377572,1.025590119828319,10.80917954185438,2.1567115267442336,9.398395255765257,8.624060275492255,4.2385515887951675,6.312025191651349
1165_03,2,1.0,B/44/P,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,1165,3,Nusakab,Waring,B,44,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1165_04,2,1.0,B/44/P,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1165,4,Okulas,Waring,B,44,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1166_01,2,0.0,C/43/P,3,30.0,1,0.0,3564.0,926.0,1.0,1920.0,0,1166,1,Wasath,Shoeweely,C,43,P,6411.0,0.0,0.0,6411.0,0,1.732663405255386,3.764823737485687,12.19344986988718,3.995573396877762,9.151581831900986,3.240835057179927,6.788019915596391,6.553404988698972,4.55749293040802,7.497331143466925
1167_01,3,1.0,F/236/P,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,1167,1,Sugbix,Terry,F,236,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1168_01,1,0.0,E/69/P,1,16.0,0,0.0,58.0,12.0,68.0,653.0,0,1168,1,Brancy,Hughriend,E,69,P,791.0,791.0,0.0,0.0,1,2.531954740610157,0.49135771292386826,13.158350208105281,2.056918553619455,10.851766034706802,2.07531464403154,9.56768443982073,8.25715368432132,4.338213768885391,7.315848937895574
1169_01,3,0.0,F/221/S,1,40.0,1,2357.0,0.0,9.0,0.0,0.0,0,1169,1,Tifet,Sin,F,221,S,2366.0,2366.0,0.0,0.0,3,4.355585613834504,3.6793219390652627,13.40849153024208,1.744471994635248,11.144922863695818,3.9934602559529964,9.967055404843737,9.21948479306844,5.472945981023081,3.696362829455969
1170_01,1,0.0,E/83/S,1,23.0,0,0.0,0.0,279.0,0.0,512.0,0,1170,1,Samie,Mcneiley,E,83,S,791.0,791.0,0.0,0.0,1,2.6223771889086978,0.5778735719230625,13.225193698270573,2.040292619633278,10.419208005531312,1.615485089658617,9.617845396246501,8.370528203290402,4.404167242155418,7.303517884931022
1173_01,1,0.0,G/182/S,2,24.0,0,96.0,592.0,12.0,0.0,0.0,1,1173,1,Ryany,Gallandez,G,182,S,700.0,0.0,700.0,0.0,1,2.50314345633918,0.3652551760144286,13.187110661632126,1.888736682459442,10.848210338623922,2.036738395940669,9.36275426169879,8.714883512479966,4.396692433191693,7.177706125997989
1174_01,1,1.0,G/176/P,1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,1174,1,Janita,Lessonerry,G,176,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1175_01,3,1.0,F/223/S,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,1175,1,Ers,Brin,F,223,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1177_01,2,1.0,C/44/P,1,59.0,0,0.0,0.0,0.0,0.0,0.0,1,1177,1,Kaffias,Wasterivel,C,44,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1178_01,1,0.0,F/224/S,1,20.0,0,0.0,0.0,600.0,0.0,0.0,0,1178,1,Walla,Summington,F,224,S,600.0,600.0,0.0,0.0,1,2.9269933922871876,0.9888663166997864,13.306772904548506,2.159745030106516,9.92444243970517,1.0709826843489838,9.734080594465768,8.808993661748842,4.533202234973917,7.3473243437607785
1179_01,2,1.0,B/49/S,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1179,1,Kleeiak,Dischod,B,49,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1180_01,1,0.0,F/225/S,1,19.0,0,0.0,20.0,957.0,4.0,0.0,0,1180,1,Reneen,Irwines,F,225,S,981.0,981.0,0.0,0.0,5,3.0995124235964235,1.6043578590635088,13.29096215032387,2.436305204348993,9.304512741597676,0.49645034617809625,9.725516322300905,8.817565181100305,4.623157567591318,7.38278971461898
1182_01,3,1.0,F/237/P,3,64.0,0,0.0,0.0,0.0,0.0,0.0,1,1182,1,Mits,Pota,F,237,P,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1182_02,3,0.0,E/70/P,1,24.0,1,2997.0,0.0,3.0,0.0,7.0,1,1182,2,Wee,Pota,E,70,P,3007.0,3007.0,0.0,0.0,9,5.169393182837377,4.701190387438698,13.596884693964022,2.7598754192925092,11.424026350299377,4.903164141696912,10.250298512571865,9.564158306639541,6.11097420863194,2.7222368833579393
1182_03,3,0.0,F/237/P,1,23.0,0,60.0,1356.0,0.0,0.0,0.0,1,1182,3,Ork,Pota,F,237,P,1416.0,1416.0,0.0,0.0,1,2.058135458938686,0.8853066713058334,12.989736561525914,2.0553049488885033,10.801761695611539,2.1636121399883392,8.82568303640767,8.559558220936207,4.282258433131241,7.185433827086409
1185_01,3,0.0,E/71/P,1,30.0,0,13.0,0.0,0.0,679.0,0.0,0,1185,1,Alls,Nutty,E,71,P,692.0,692.0,0.0,0.0,1,2.7383613242824745,0.5326294092673458,12.75033417592881,2.054709723863866,10.873539182739016,2.107475046250644,9.640190660558083,8.724908666472043,3.925712087791333,7.304963638993451
1186_01,1,1.0,G/183/S,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1186,1,Card,Browlerson,G,183,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1186_02,1,1.0,G/183/S,1,8.0,0,0.0,0.0,0.0,0.0,0.0,0,1186,2,Elany,Browlerson,G,183,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
1186_03,1,1.0,G/183/S,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1186,3,Harrie,Browlerson,G,183,S,0.0,0.0,0.0,0.0,1,2.9060841918117704,0.22985623259190213,13.38290428820631,2.0672867367000487,10.962066648945523,2.099067408729285,9.812617478734483,8.88362579461561,4.559777959695775,7.401847376850349
